"id","title","type","role_types","hub","description","commitment","commitment_type","is_paid","compensation","status","deadline","season","featured","plx_program","apply_url","learn_more_url","order","hero_image","long_description","what_youll_do","who_you_are","requirements","perks","timeline","faq","contact_email"
"devising-ensemble-apprentice","Devising / Ensemble Apprentice","plx","performer,ensemble_artist,actor","remote","A 10-month artist-development apprenticeship for ensemble performers and devisors. Work inside DAT's creative process, develop your devising practice, and perform in at least one project during the season.","20 hrs/wk · 10 months","part-time","TRUE","Stipend; amount TBD","coming_soon","","2026–2027","FALSE","apprenticeship","/apply?opp=devising-ensemble-apprentice","/apprenticeships","25","","The Devising/Ensemble Apprentice is an artist-development placement for performers and devisors ready to deepen their ensemble practice. You'll work inside DAT's creative process — learning DAT's devising methods, participating in rehearsals and workshops, contributing to original work, and performing in at least one production during the season. This is a rigorous, immersive apprenticeship designed for artists who are ready to grow.","Participate in DAT ensemble rehearsals and devising sessions
Contribute to the creation of original material
Perform in at least one production during the program year
Receive mentorship from DAT's core artistic team
Lead a workshop or session for PLX Interns
Travel to at least one in-field ACTion or residency","A performer or devisor with 1–3 years of experience in ensemble or devised work
Collaborative, generous, and comfortable in the unknown
Ready to make real work, not just observe it","21 years or older
Strong performance or devising portfolio
Available 20 hrs/wk for 10 months
Willing to travel internationally
Comfortable with physical, vocal, and storytelling-based work","Stipend (amount confirmed before acceptance; target TBD based on funding)
Real ensemble performance and devising experience — not observation
Professional production credits
Direct mentorship from DAT's Artistic Director and ensemble artists
Training in devising, ensemble creation, and community-engaged theatre
Access to DAT's global alumni and artistic network
Priority consideration for future paid ensemble artist roles
Letter of recommendation after successful completion
Field travel may be available when aligned with program needs and funding; travel is discussed before engagement and is not a substitute for agreed compensation","Coming Soon :: Applications open when the apprenticeship cycle is confirmed; express interest now
Program Cycles :: Fall intake
Performance Work :: Within program year","","info@dramaticadventure.com"
"dramaturgy-adaptation-apprentice","Dramaturgy / Adaptation Apprentice","plx","arts_admin,storyteller","remote","A 10-month literary and dramaturgical apprenticeship for researchers, playwrights, and script developers. Work inside DAT's adaptation and devising process, building scripts, research archives, and your own dramaturgical practice.","20 hrs/wk · 10 months","part-time","TRUE","Stipend; amount TBD","coming_soon","","2026–2027","FALSE","apprenticeship","/apply?opp=dramaturgy-adaptation-apprentice","/apprenticeships","26","","The Dramaturgy/Adaptation Apprentice works with DAT's artistic team on the textual and research infrastructure of active productions — adapting source material, building dramaturgical archives, contributing to script development, and developing their own literary practice. This is an ideal placement for playwrights, dramaturgs, literary managers, and script developers who want to make work in community-engaged, international contexts.","Conduct dramaturgical research for active productions and adaptations
Contribute to script development and adaptation of source material
Build and maintain production dramaturgical archives
Co-facilitate story research sessions with the artistic team
Contribute to at least one new text or adaptation during the program year
Travel to at least one in-field project for on-the-ground research","A playwright, dramaturg, or literary practitioner with 1–3 years of experience
Strong research and writing skills
Genuinely interested in cross-cultural storytelling and community-rooted work","21 years or older
Writing or dramaturgical portfolio required
Available 20 hrs/wk for 10 months
Willing to travel internationally","Stipend (amount confirmed before acceptance; target TBD based on funding)
Real dramaturgy and adaptation work — not a reading list
Professional dramaturgical and literary credits
Direct mentorship from DAT's Artistic Director and resident artists
Training in adaptation, community storytelling, and cross-cultural dramaturgy
Access to DAT's global alumni and artistic network
Priority consideration for future paid dramaturgical and artistic roles
Letter of recommendation after successful completion","Coming Soon :: Applications open when the apprenticeship cycle is confirmed; express interest now
Program Cycles :: Fall intake","","info@dramaticadventure.com"
"traveling-ensemble-artist","Traveling Ensemble Artist Roster","artist","ensemble_artist,actor,performer","brno","Join DAT's artist bench for future international ensemble projects. Paid when placed on a project; rate varies by project scope and funding. This is an ongoing roster — not a call for a specific project.","4–6 weeks in-field","short-term","TRUE","Paid when placed; rate varies by project and funding","evergreen","","","FALSE","","/apply?opp=traveling-ensemble-artist","","1","","DAT builds ensembles of traveling artists for each major international project — PASSAGE, ACTion, and CASTAWAY productions. When a new project opens, we draw from this roster to invite artists into the ensemble. Placement is project-specific and based on artistic fit, availability, and the needs of each community we’re working with.

This listing is for the ongoing evergreen roster. If you’re looking for the current open call — PASSAGE: Slovakia 2026 — see that listing directly.","Devise and perform original work with an international ensemble
Co-lead community workshops with local youth and community members
Adapt your practice to non-traditional performance spaces and cultural contexts
Contribute to documentation and storytelling for the project
Participate in post-residency sharings and presentations","An experienced ensemble performer or devisor
Comfortable working across language and culture
A listener first — genuinely interested in other people’s stories
Ready to be changed by the work","18 years or older
Valid passport with 6+ months remaining
Experience in devised, physical, or community-engaged performance
Comfortable living and working in ensemble housing
Available to commit to the full in-field window of any project you’re placed on","Paid when placed; artist fee rate confirmed upon engagement
Housing and logistics supported for the in-field period
Portfolio documentation
DAT alumni artist network","Applications Reviewed :: Rolling — we review when new projects open
Project-Specific Timelines :: Shared directly when a match is made","What’s the difference between this roster and PASSAGE: Slovakia 2026? :: PASSAGE: Slovakia 2026 is a specific upcoming project with an artist participation fee model — you pay to participate. The Traveling Ensemble Artist Roster is for future paid ensemble projects where DAT places artists on contract. Apply to both if you’re interested in either.
What does ‘devised’ mean exactly? :: We build the piece together from scratch — no pre-existing script. Come with stories, movement, and questions.
How often do ensemble projects happen? :: Roughly one to two international ensemble projects per season. DAT is expanding its project calendar as it builds toward Season 21.","casting@dramaticadventure.com"
"passage-slovakia-2026-artist","PASSAGE: Slovakia 2026 — Traveling Artist","participant","ensemble_artist,performer,storyteller","brno","Travel with a small international ensemble across Slovakia — Bratislava, Košice, Zemplínska Teplica, and Slovenský Raj — July 12–August 2, 2026. Create original work shaped by place, encounter, and collective imagination. An artist participation fee applies.","July 12 – August 2, 2026 (22 days in-field)","short-term","FALSE","Artist participation fee applies; amount shared with accepted applicants","open","2026-06-15","Season 21","TRUE","","/apply?opp=passage-slovakia-2026-artist","","1","","PASSAGE: Slovakia 2026 is an immersive ensemble experience — part artistic journey, part cultural exchange, part creative development process, part collective making. A small international ensemble travels together through Slovakia, making original work shaped by place, encounter, conversation, and imagination.

The journey runs July 12–August 2, 2026, moving through Bratislava, Košice, Zemplínska Teplica, and Slovenský Raj. The project culminates in a final shared performance on August 1 in Košice.

PASSAGE is not a paid artist gig. It operates on an artist participation fee model — similar to an international residency or intensive, but in motion and in community. You contribute to the cost of the ensemble experience; what you make and carry back is yours. DAT organizes the ensemble, the logistics, the community partnerships, and the creative framework. You bring your craft, your curiosity, and your willingness to be changed by what you find.","Travel with a small international ensemble through four regions of Slovakia
Make original devised work shaped by place, community encounters, and the journey itself
Participate in workshops, cultural exchanges, and reflection sessions throughout
Contribute to the final shared performance on August 1 in Košice
Document your process through writing, image, or your own artistic lens
Engage genuinely with local artists, youth, and community members along the route","A practicing artist — performer, deviser, writer, maker — with ensemble experience
Curious and adaptable across cultural and linguistic contexts
A listener first — genuinely interested in other people’s stories
Ready to make work in motion, without a fixed script or known outcome
Comfortable with shared living and ensemble travel","18 years or older
Valid passport with 6+ months remaining beyond August 2026
Ability to commit to the full in-field window: July 12 – August 2, 2026
Artist participation fee (amount shared with accepted applicants; payment plan available)
Experience in devised, physical, or community-engaged performance preferred","22 days of ensemble travel through an extraordinary cultural landscape
Original work made with and for real communities
Portfolio documentation of the journey and final performance
DAT alumni artist network
Creative credit on all PASSAGE: Slovakia 2026 documentation","Applications Open :: Now — rolling review
Application Deadline :: June 15, 2026 (or until ensemble is full)
Ensemble Decisions :: By late June 2026
Pre-Departure Orientation :: Online, early July 2026
In-Field :: July 12 – August 2, 2026
Final Performance :: August 1, 2026, Košice","Is this a paid artist job? :: No. PASSAGE operates on an artist participation fee model — you contribute to the cost of the ensemble experience. Think of it like an international residency or intensive, but in motion. The fee amount is shared with accepted applicants.
What’s included in the participation fee? :: In-country logistics, shared accommodation, ground transport, and production costs for the final performance. International travel to/from Slovakia is not included.
Do I need to speak Slovak? :: No. The ensemble works in English with local translation support. Curiosity and warmth carry further than language here.
What kind of work will we make? :: Devised, site-responsive, ensemble work — built from scratch on the road. No pre-existing script. Come with stories, questions, and a practice that can travel.
Is housing communal? :: Yes. Ensemble housing is shared throughout the journey. If that’s a constraint, reach out and we’ll talk through the options.","casting@dramaticadventure.com"
"actor-devising-performer","Actor / Devising Performer","artist","actor,performer,ensemble_artist","remote","Actors and devising performers for DAT's international productions, ACTion expeditions, and CASTAWAY co-productions. Open call for the general roster — applied to productions as they open.","Varies by project (2 weeks – 3 months)","flexible","TRUE","Paid when placed; rate varies by project","evergreen","","","FALSE","","/apply?opp=actor-devising-performer","","2","","DAT casts from a standing roster of actors and devising performers — pulled when the right project opens. Join the roster with a strong bio, work samples, and a note about your practice. We cast across genres, training backgrounds, and career stages. What we care about: ensemble instinct, story generosity, and the ability to work in the unknown.","Submit bio, headshot/reel, and a short note on your practice
Get matched to relevant casting calls
Audition or interview when a project fits
Join an ensemble, make something together","An actor or devising performer with ensemble instincts
Comfortable with physical, text-based, or hybrid devising approaches
Genuinely interested in community-engaged and international contexts","18 years or older
Work samples required (reel or links)
Passport and ability to travel internationally preferred","Artist fee when placed
First look at casting calls
DAT alumni artist network
Invitation to DAT artist events and gatherings","Rolling :: Submit anytime
Reviewed :: Quarterly
Matched :: When the right project opens","","casting@dramaticadventure.com"
"director-facilitator","Director / Facilitator","artist","director,ensemble_artist","remote","Directors and facilitators for DAT's devised productions, ACTion expeditions, and community-engaged residencies. General roster — matched to projects as they open.","Varies by project","flexible","TRUE","Paid when placed; rate varies by project","evergreen","","","FALSE","","/apply?opp=director-facilitator","","3","","DAT works with directors and facilitators who can hold a devising room, build community trust, and navigate the beautiful complexity of making original work across cultures. If you have a practice at the intersection of directing and facilitation — and if you're drawn to international, community-rooted work — we want to know about you.","Submit portfolio, bio, and a note on your practice
Get matched to directing and facilitation opportunities as they open
Work with DAT's artistic team to shape and direct an original piece
Lead ensemble and community facilitation sessions","An experienced director or facilitator with devising and/or community-engaged experience
Culturally humble, flexible, and at ease in the unknown
Strong listener and room-holder","18 years or older
Portfolio of directing or facilitation work
Ability to travel internationally for project periods","Director fee when placed
DAT alumni artist network
Invitation to DAT artistic convenings","Rolling :: Submit anytime
Reviewed :: Quarterly","","casting@dramaticadventure.com"
"playwright-adaptor","Playwright / Adaptor","artist","storyteller,ensemble_artist","remote","Playwrights and adaptors for DAT's original productions and CASTAWAY co-productions. General roster — matched to commissions and adaptation projects as they open.","Varies by project","flexible","TRUE","Commission fee; rate varies by project","evergreen","","","FALSE","","/apply?opp=playwright-adaptor","","4","","DAT commissions original scripts and adaptations for its productions — often derived from community stories, historical research, and in-the-field devising. We're building a roster of playwrights and adaptors who understand community-engaged dramaturgical practice and who can work inside a collaborative creative process. If you write from listening, we want to know about you.","Submit portfolio and a note on your practice
Get matched to commission and adaptation opportunities
Collaborate with the artistic team on source material and development
Attend in-field research or residency when relevant
Deliver draft texts on production timelines","A playwright or adaptor with a community-rooted or world-theatre lens
Comfortable with collaborative development and dramaturgical revision
Strong voice, strong ear, strong process","18 years or older
Writing portfolio required
Comfort with collaborative development
Ability to travel for research or residency when relevant","Commission fee when placed
Publication/documentation of your work
DAT alumni artist network","Rolling :: Submit anytime
Reviewed :: Quarterly","","casting@dramaticadventure.com"
"dramaturg-researcher","Dramaturg / Researcher","artist","storyteller,arts_admin","remote","Dramaturgs and researchers for DAT's active productions and residencies. Deep knowledge of cultural context, world theatre, or community-based practice especially valued.","Varies by project","flexible","TRUE","Paid when placed; rate varies by project","evergreen","","","FALSE","","/apply?opp=dramaturg-researcher","","5","","DAT's productions are research-rich — built from history, community stories, cultural context, and textual adaptation. We work with dramaturgs who can hold the intellectual and ethical weight of that research, translate it for an ensemble, and stay inside the creative process as the work evolves.

If you have deep knowledge of Central Europe, Latin America, East Africa, or another DAT hub region, we especially want to hear from you.","Conduct contextual research for a specific production or residency
Build and maintain a dramaturgical archive
Present research to the ensemble in accessible, actionable form
Advise on cultural accuracy, representation, and ethical storytelling
Attend rehearsals or workshops when relevant","A dramaturg or researcher with experience in community-engaged or world-theatre contexts
Intellectually rigorous and creatively flexible
Committed to ethical representation of community stories","18 years or older
Dramaturgical or research portfolio
Language skills or deep cultural knowledge of DAT's hub regions is a significant plus","Dramaturgical fee when placed
Credits on production materials
DAT alumni artist network","Rolling :: Submit anytime
Reviewed :: Quarterly","","casting@dramaticadventure.com"
"teaching-artist","Teaching Artist","artist","teaching_artist,community_engagement","remote","Teaching artists for DAT's Drama Clubs, school residencies, and community storytelling programs. We place teaching artists locally and internationally — across NYC, Slovakia, Ecuador, and beyond.","Varies by project (semester, residency, or workshop-based)","flexible","TRUE","Teaching artist fee; rate varies by program","evergreen","","","TRUE","","/apply?opp=teaching-artist","","6","","DAT's teaching artist practice is the heartbeat of the organization — rooted in Drama Club seasons, school residencies, community storytelling workshops, and the training of local teaching artists in each hub we work in.

We place teaching artists who are genuine artists first, who bring their practice into rooms with young people and community members, and who understand the difference between teaching skills and opening possibility. If you are a teaching artist — or an artist who wants to develop a teaching practice — we want to know about you.","Lead Drama Club sessions, school residencies, or community workshops
Design curriculum in collaboration with DAT's education team
Develop youth and community voices through storytelling, devising, and performance
Document your teaching practice for DAT's educational archive
Participate in DAT's teaching artist training and professional development
Travel to international hubs if relevant and available","An artist first — a practitioner with a real creative practice
Warm, patient, and energized by working with young people and communities
Comfortable in both structured and open-ended educational settings
Interested in developing and refining your teaching artist pedagogy","18 years or older
Experience as a teaching artist or artist-educator
Work samples and references required
Background check required for youth-serving programs
Passport and willingness to travel for international placements","Teaching artist fee (rate by program)
International placement opportunities
Formal pedagogy training through DAT
DAT alumni teaching artist network
Letter of recommendation available","Rolling :: Submit anytime
Placement :: When the right program opening matches your profile","Do I need curriculum-writing experience? :: Helpful but not required. We train you on DAT's curriculum frameworks.
Are international placements paid? :: Yes. Travel and housing are included for international residency placements.","casting@dramaticadventure.com"
"local-artist-cultural-collaborator","Local Artist / Cultural Collaborator","participant","ensemble_artist,community_engagement","remote","Local artists, cultural practitioners, and community members who partner with DAT's visiting ensembles. Based in one of DAT's hub cities — Slovakia, Ecuador, Tanzania, or beyond — and open to making work across cultures.","Varies (2 weeks – 2 months, project-based)","short-term","TRUE","Collaboration fee; rate varies by project","evergreen","","","FALSE","","/apply?opp=local-artist-cultural-collaborator","","7","","DAT's work only works because of local artists and cultural collaborators. When we arrive in Bratislava, Quito, or Bagamoyo, we come to listen — and local artists are the people we listen to first and most.

This call is for artists, cultural practitioners, community leaders, and creative people who are based in a DAT hub region and open to collaborating with an international ensemble. The relationship is reciprocal and honest.","Introduce DAT's visiting ensemble to your community, practice, and place
Co-create material for an original devised piece
Lead or co-lead a community workshop from your own practice
Serve as a cultural guide and creative collaborator throughout the residency
Perform in or co-present the final work if relevant and desired","A local artist, cultural practitioner, community leader, or creative person based in a DAT hub region
Genuinely interested in cross-cultural creative exchange
Comfortable in collaborative and ensemble settings","16 years or older
Based in or deeply connected to a DAT hub region
Ability to communicate in English (with support) or in the local language with a translator","Collaboration fee when engaged
Documentation and portfolio materials
Cross-cultural artistic exchange
DAT alumni international network","Rolling :: Register your interest anytime
Matched :: When the right project in your region opens","Which regions does DAT currently work in? :: Slovakia/Czechia, Ecuador, Tanzania, and NYC are our primary active hubs. We're scouting Australia and other regions.","casting@dramaticadventure.com"
"designer","Designer","artist","designer","remote","Designers for DAT's productions — set, costume, lighting, sound, or projection. We work in non-traditional spaces and value designers who can make meaningful work with limited resources.","Varies by project","flexible","TRUE","Design fee; rate varies by project","evergreen","","","FALSE","","/apply?opp=designer","","8","","DAT makes theatre in fields, courtyards, community centers, and found spaces around the world. Our designers are creative problem-solvers who work with the space, not against it — and who find beauty in constraints. We're building a roster of designers across disciplines for our upcoming productions and residencies.","Submit portfolio and design statement
Get matched to design opportunities on upcoming productions
Collaborate with the director and ensemble on design concept
Execute design within production constraints (budget, space, travel)
Travel in-field for applicable productions","A designer with experience in non-traditional, site-specific, or touring contexts
Resourceful and collaborative
Comfortable with ambiguity and design constraints","18 years or older
Design portfolio required
Ability to travel for applicable productions
Experience designing for non-traditional spaces preferred","Design fee when placed
Portfolio documentation
DAT alumni artist network","Rolling :: Submit anytime
Reviewed :: Quarterly","","casting@dramaticadventure.com"
"stage-manager","Stage Manager","artist","arts_admin,designer","remote","Stage managers for DAT's productions — NYC performances, ACTion expeditions, and international residencies. Comfort with non-traditional spaces, devised process, and international work is essential.","Varies by project","flexible","TRUE","SM fee; rate varies by project","evergreen","","","FALSE","","/apply?opp=stage-manager","","9","","DAT's stage managers are the production's center of gravity — holding the process together across devising, community workshops, technical rehearsals, and performance. We work in unusual spaces, across cultures, and often without a full technical infrastructure. If you bring rigor to the unexpected, we want to know about you.","Stage manage rehearsals, community workshops, and performances
Build and maintain schedules, contact sheets, and run-of-show documents
Coordinate with designers, technical staff, and artists
Call the show, manage the deck, manage the process
Travel in-field when applicable","An experienced stage manager — preferably with devised or non-traditional experience
Precise, calm, and relationship-forward
Comfortable managing process, not just performance","18 years or older
Demonstrated SM experience
Union or non-union welcome
Ability to travel internationally for applicable productions","SM fee when placed
DAT alumni artist network
Production credits","Rolling :: Submit anytime
Reviewed :: Quarterly","","casting@dramaticadventure.com"
"musician-composer-sound-artist","Musician / Composer / Sound Artist","artist","performer,designer","remote","Musicians, composers, and sound artists for DAT's productions and residencies. We work with live music, original composition, and sound design — often in community and site-specific contexts.","Varies by project","flexible","TRUE","Artist fee; rate varies by project","evergreen","","","FALSE","","/apply?opp=musician-composer-sound-artist","","10","","Music and sound are central to DAT's work — not as decoration, but as language. We work with musicians who can compose, improvise, teach, and perform in the same breath, and with sound artists who understand the texture of a room, a community, a culture. We're building a roster of musicians, composers, and sound artists for our upcoming productions and residencies.","Submit bio, work samples, and a note on your practice
Get matched to musical or sound design opportunities
Compose or arrange original music for a production
Lead a music-based community workshop
Travel in-field for applicable productions","A musician, composer, or sound artist with experience in theatre, community, or site-specific contexts
Comfortable improvising and collaborating
Interested in cross-cultural musical exchange","18 years or older
Work samples required
Ability to travel internationally for applicable productions
Teaching experience a plus","Artist fee when placed
Documentation and portfolio materials
DAT alumni artist network
Cross-cultural musical exchange","Rolling :: Submit anytime
Reviewed :: Quarterly","","casting@dramaticadventure.com"
"movement-director-choreographer","Movement Director / Choreographer","artist","director,performer","remote","Movement directors and choreographers for DAT's devised productions and physical theatre work. We value movement practitioners who work from the body and the community — not just the stage picture.","Varies by project","flexible","TRUE","Artist fee; rate varies by project","evergreen","","","FALSE","","/apply?opp=movement-director-choreographer","","11","","DAT's productions are physical — they live in the body before they live on the page. We work with movement directors and choreographers who can work in ensemble, across cultures, and with non-professional community members as well as trained performers. If your practice is rooted in the body as a storytelling instrument, we want to hear from you.","Lead movement work with ensemble and community participants
Develop physical vocabulary for an original production
Teach and facilitate movement workshops
Collaborate with the director on staging and physical language
Travel in-field for applicable productions","A movement director or choreographer with ensemble and/or community-engaged experience
Committed to accessibility and invitation in physical work
Comfortable working cross-culturally","18 years or older
Portfolio of movement direction or choreography
Ability to travel internationally for applicable productions","Artist fee when placed
Documentation and portfolio materials
DAT alumni artist network","Rolling :: Submit anytime
Reviewed :: Quarterly","","casting@dramaticadventure.com"
"visual-artist-maker","Visual Artist / Maker / Artisan","artist","designer,ensemble_artist","remote","Visual artists, makers, and artisans who want to collaborate with DAT on set, props, installations, or community-art projects. We especially value handcraft, site-specificity, and work made from local materials.","Varies by project","flexible","TRUE","Artist fee; rate varies by project","evergreen","","","FALSE","","/apply?opp=visual-artist-maker","","12","","DAT's productions live in real places — and we want the physical world of the show to live there too. We work with visual artists, makers, and artisans who can build set elements, props, installations, and community-art pieces from local materials, in local traditions, in collaboration with the people who live there. If you make things with your hands and you're curious about what art can do in a community, we want to hear from you.","Collaborate with DAT's design team on visual and physical elements of a production
Source and work with local materials and artisans
Lead a making workshop with community members
Build installation, set, or prop elements in the field
Contribute to documentation of the making process","A visual artist, sculptor, maker, or artisan with community or site-specific experience
Comfortable working with limited resources in unusual spaces
Generous collaborator","18 years or older
Portfolio of visual or making work
Ability to travel for applicable productions
Comfort with physical labor and hands-on making","Artist fee when placed
Documentation and portfolio materials
DAT alumni artist network","Rolling :: Submit anytime
Reviewed :: Quarterly","","casting@dramaticadventure.com"
"documentation-artist","Documentation Artist","artist","marketing,ensemble_artist","remote","Photographers, videographers, and documentary storytellers for DAT's productions and residencies. We want documentation that captures the truth of the work — not just the performance.","Varies by project (1–6 weeks in-field)","flexible","TRUE","Artist fee; rate varies by project","evergreen","","","FALSE","","/apply?opp=documentation-artist","","13","","DAT's work happens in fields, studios, community centers, and living rooms around the world — and most of it is never seen by anyone outside the room. The Documentation Artist changes that.

We're building a roster of photographers, videographers, and documentary storytellers who want to capture the real texture of the work — the listening, the rehearsal, the moment before the show, the meal afterward. If you can make a frame that tells the truth, we want to hear from you.","Document productions, workshops, and community sessions in the field
Build a project archive — photo, video, audio
Collaborate with the Comms team on content production
Develop your own documentary project around the work
Contribute to DAT's permanent institutional archive","A photographer, videographer, or documentary storyteller
Comfortable working in community and performance settings
Thoughtful about the ethics of documentation","18 years or older
Portfolio of documentary photography or video
Own equipment preferred
Ability to travel in-field for applicable projects","Artist fee when placed; rate confirmed per project
Published portfolio work — photos, video reels, written documentation — with DAT attribution
In-field housing and logistics support may be included depending on the project
Field travel tied to confirmed project placements; logistics discussed before engagement
DAT alumni and artist network access","Rolling :: Submit anytime
Reviewed :: Quarterly","","casting@dramaticadventure.com"
"board-committee-member","Board Committee Member","volunteer","arts_admin,general","remote","Serve on a DAT Board committee — Finance, Governance, Development, or Artistic Advisory. Governance-level engagement without full Board commitment. For people who believe in DAT’s mission and bring relevant expertise.","2–4 hrs/month","flexible","FALSE","Volunteer","evergreen","","","FALSE","","/apply?opp=board-committee-member","","10","","DAT’s Board committees are where mission meets expertise. We’re building committees in Finance, Governance, Development, and Artistic Advisory — each a focused group of people who bring real knowledge and care to DAT’s institutional work.

Committee members are not full Board members. They advise, review, and contribute on specific questions — without the full fiduciary commitment of Board service. This is a meaningful, low-overhead way to support an organization doing unusual work.","Attend committee meetings (typically 4–6 per year, virtual)
Review materials relevant to your committee’s focus (finance reports, governance docs, grant proposals, etc.)
Provide expert input, ask hard questions, and help DAT think clearly
Connect DAT staff to relevant contacts in your network where appropriate
Support the full Board’s decision-making with committee recommendations","A professional with expertise in finance, law, governance, development, or the arts
Genuinely interested in DAT’s mission and the sector it works in
Willing to engage seriously with the organization’s real challenges
No formal governance or Board experience required — orientation provided","18 years or older
Relevant professional or lived expertise
Ability to attend virtual committee meetings (approximately monthly)
Comfort with confidential organizational information","Meaningful governance engagement without full Board commitment
DAT community access and invitations to programs, salons, and artistic convenings
Direct engagement with DAT's Artistic Director and Board leadership
Access to DAT's global alumni and artistic network
Letter of reference available","Rolling :: Join a committee anytime — next meeting scheduled upon onboarding","What committees are active? :: Finance, Governance, Development, and Artistic Advisory. Tell us your background and we’ll suggest the right fit.
Does this lead to a full Board seat? :: It can, but it doesn’t have to. Many committee members stay as committee members indefinitely.","info@dramaticadventure.com"
"host-committee-member","Host Committee Member","volunteer","community_engagement,general","remote","Lend your name, network, and enthusiasm to a DAT event, campaign, or fundraiser. Help us reach people we wouldn’t otherwise reach — by making a personal ask, sharing the event, or simply showing up.","1–3 hrs per event or campaign","one-time","FALSE","Volunteer","evergreen","","","FALSE","","/apply?opp=host-committee-member","","11","","DAT’s host committees are loose, event-specific networks of people who believe in the work and are willing to say so publicly. For each major event or campaign, we invite a small group to lend their names, share the event with their networks, and make a personal ask to a few people they think would care.

This is not a standing commitment. Each host committee is formed for a specific purpose and dissolves when the event or campaign ends. You opt in each time.","Lend your name to a specific DAT event, fundraiser, or campaign
Share the event with people in your network via email or personal message
Make a personal ask to two or three people you think would genuinely respond
Attend the event or campaign launch where possible","Someone who believes in DAT’s work and is willing to say so
Connected to people who might attend, donate, or get involved
Comfortable making a personal (not mass) ask on behalf of something you believe in","No formal requirements — this is about your enthusiasm and your network
Willingness to make a personal ask to at least two or three people","Invitations to all DAT events you help host
DAT community access and social inclusion at events
Recognition in event materials (optional)
Access to DAT's alumni and artistic network","Rolling :: We invite host committee members on a per-event basis — let us know you’re interested and we’ll reach out when the next one comes together","Is this a recurring commitment? :: No. Each host committee is event-specific. You opt in each time — no ongoing obligation.
Do I need to make a donation? :: Not required, but appreciated. The most valuable thing is your personal outreach to people who wouldn’t otherwise hear about DAT.","info@dramaticadventure.com"
"drama-club-teaching-artist-lead","Drama Club Teaching Artist Lead","job","teaching_artist,director,community_engagement","remote","Lead DAT’s teaching artist work in an active Drama Club hub — Slovakia or Ecuador. Facilitate original storytelling sessions with young people, mentor local teaching artists, and help a community realize that their stories matter. Project-based contract.","One Drama Club season (typically 3–5 months)","short-term","TRUE","Project-based contract fee; rate shared with qualified applicants","coming_soon","","Season 21","FALSE","","/apply?opp=drama-club-teaching-artist-lead","","8","","DAT's Drama Clubs exist because young people deserve space to tell their own stories — and because communities are stronger when those stories are heard.

The Drama Club Teaching Artist Lead facilitates DAT's storytelling and devising process with youth participants in an active hub (currently Slovakia and Ecuador). You'll bring artistic skill, cultural intelligence, and a genuine belief in young people's stories.

Ecuador-based and Quito-based Teaching Artists are especially encouraged. Spanish proficiency is strongly preferred for Ecuador hubs. This role is part of DAT's Ecuador Founding Hub Team for Ecuador-based engagements — you'd be helping build the year-round teaching infrastructure behind DAT's Drama Club programs.","Facilitate original storytelling and devising sessions with youth participants
Adapt DAT’s methodology to the local context, culture, and age group
Mentor and co-facilitate with local teaching artists and community co-leads
Guide participants from story collection through to performance or sharing
Document sessions and report on participant development to DAT program staff
Coordinate with DAT on session design, arc, and community relationships","An experienced teaching artist with a genuine practice in devising or storytelling
Patient, adaptable, and skilled at building trust with young people
Comfortable working across language and culture — ideally with prior cross-cultural experience
Motivated by community impact, not just performance credits
Willing to listen more than you speak, at least at first","2+ years of teaching artist or youth theatre facilitation experience
Experience with devised or community-engaged practice
Ability to commit to the full Drama Club session arc
References from prior teaching artist or community work
For Slovakia hubs: comfort with Central European context; for Ecuador: Spanish proficiency strongly preferred","Project-based contract fee (rate discussed with qualified applicants)
Housing support for non-local hires where applicable
Deep creative and community immersion
Professional title and production credits
DAT alumni and artist network access
Priority consideration for future Drama Club and PLX program roles
For Ecuador-based artists: part of DAT's Ecuador Founding Hub Team","Inquire Now :: Season 21 Drama Clubs planned for 2026–2027; engagement timing to be confirmed
Target Engagement :: Fall 2026 or Spring 2027 depending on hub","Which hubs are active? :: Slovakia and Ecuador are our current active Drama Club hubs. Other hubs may open as DAT builds toward Season 21.
Do I need to speak Slovak or Spanish? :: Slovak is helpful but not required for Slovakia hubs — we work with local co-facilitators and translators. Spanish proficiency is strongly preferred for Ecuador.","casting@dramaticadventure.com"
